sn	probe	stand	cond	block_c	trial_c	key_press	Desired	correct	rt	ses	lang	dKey
4999_4058	6	5	CH1_Eng	2	93	75	75	YES	664	2	english	low
4999_4058	1	5	CH1_Eng	2	94	68	68	YES	408	2	english	low
4999_4058	6	5	CH1_Eng	2	95	75	75	YES	378	2	english	low
4999_4058	9	5	CH1_Eng	2	96	75	75	YES	359	2	english	low
4999_4058	6	5	CH1_Eng	2	97	75	75	YES	400	2	english	low
4999_4058	3	5	CH1_Eng	2	98	68	68	YES	424	2	english	low
4999_4058	1	5	CH1_Eng	2	99	68	68	YES	368	2	english	low
4999_4058	3	5	CH1_Eng	2	100	68	68	YES	336	2	english	low
4999_4058	1	5	CH1_Eng	2	101	68	68	YES	345	2	english	low
4999_4058	7	5	CH1_Eng	2	102	75	75	YES	528	2	english	low
4999_4058	1	5	CH1_Eng	2	103	68	68	YES	390	2	english	low
4999_4058	8	5	CH1_Eng	2	104	75	75	YES	360	2	english	low
4999_4058	8	5	CH1_Eng	2	105	75	75	YES	343	2	english	low
4999_4058	1	5	CH1_Eng	2	106	68	68	YES	360	2	english	low
4999_4058	2	5	CH1_Eng	2	107	68	68	YES	384	2	english	low
4999_4058	4	5	CH1_Eng	2	108	68	68	YES	481	2	english	low
4999_4058	3	5	CH1_Eng	2	109	68	68	YES	392	2	english	low
4999_4058	1	5	CH1_Eng	2	110	68	68	YES	345	2	english	low
4999_4058	6	5	CH1_Eng	2	111	75	75	YES	382	2	english	low
4999_4058	6	5	CH1_Eng	2	112	75	75	YES	353	2	english	low
4999_4058	6	5	CH1_Eng	2	113	75	75	YES	304	2	english	low
4999_4058	9	5	CH1_Eng	2	114	75	75	YES	345	2	english	low
4999_4058	1	5	CH1_Eng	2	115	68	68	YES	472	2	english	low
4999_4058	1	5	CH1_Eng	2	116	68	68	YES	312	2	english	low
4999_4058	7	5	CH1_Eng	2	117	75	75	YES	377	2	english	low
4999_4058	6	5	CH1_Eng	2	118	75	75	YES	465	2	english	low
4999_4058	1	5	CH1_Eng	2	119	68	68	YES	361	2	english	low
4999_4058	4	5	CH1_Eng	2	120	68	68	YES	473	2	english	low
4999_4058	8	5	CH1_Eng	3	1	75	75	YES	405	2	english	low
4999_4058	2	5	CH1_Eng	3	2	68	68	YES	361	2	english	low
4999_4058	2	5	CH1_Eng	3	3	68	68	YES	392	2	english	low
4999_4058	1	5	CH1_Eng	3	4	68	68	YES	329	2	english	low
4999_4058	2	5	CH1_Eng	3	5	68	68	YES	361	2	english	low
4999_4058	9	5	CH1_Eng	3	6	75	75	YES	376	2	english	low
4999_4058	9	5	CH1_Eng	3	7	75	75	YES	312	2	english	low
4999_4058	9	5	CH1_Eng	3	8	75	75	YES	295	2	english	low
4999_4058	1	5	CH1_Eng	3	9	68	68	YES	344	2	english	low
4999_4058	2	5	CH1_Eng	3	10	68	68	YES	328	2	english	low
4999_4058	3	5	CH1_Eng	3	11	68	68	YES	440	2	english	low
4999_4058	7	5	CH1_Eng	3	12	75	75	YES	368	2	english	low
4999_4058	1	5	CH1_Eng	3	13	68	68	YES	368	2	english	low
4999_4058	1	5	CH1_Eng	3	14	68	68	YES	385	2	english	low
4999_4058	1	5	CH1_Eng	3	15	68	68	YES	344	2	english	low
4999_4058	7	5	CH1_Eng	3	16	75	75	YES	607	2	english	low
4999_4058	2	5	CH1_Eng	3	17	68	68	YES	585	2	english	low
4999_4058	6	5	CH1_Eng	3	18	75	75	YES	382	2	english	low
4999_4058	3	5	CH1_Eng	3	19	68	68	YES	409	2	english	low
4999_4058	3	5	CH1_Eng	3	20	68	68	YES	439	2	english	low
4999_4058	6	5	CH1_Eng	3	21	75	75	YES	473	2	english	low
4999_4058	6	5	CH1_Eng	3	22	75	75	YES	375	2	english	low
4999_4058	3	5	CH1_Eng	3	23	68	68	YES	1130	2	english	low
4999_4058	6	5	CH1_Eng	3	24	75	75	YES	385	2	english	low
4999_4058	3	5	CH1_Eng	3	25	68	68	YES	441	2	english	low
4999_4058	8	5	CH1_Eng	3	26	75	75	YES	409	2	english	low
4999_4058	1	5	CH1_Eng	3	27	68	68	YES	409	2	english	low
4999_4058	4	5	CH1_Eng	3	28	68	68	YES	760	2	english	low
4999_4058	4	5	CH1_Eng	3	29	68	68	YES	497	2	english	low
4999_4058	9	5	CH1_Eng	3	30	75	75	YES	423	2	english	low
4999_4058	4	5	CH1_Eng	3	31	68	68	YES	439	2	english	low
4999_4058	8	5	CH1_Eng	3	32	75	75	YES	423	2	english	low
4999_4058	1	5	CH1_Eng	3	33	68	68	YES	367	2	english	low
4999_4058	7	5	CH1_Eng	3	34	75	75	YES	473	2	english	low
4999_4058	1	5	CH1_Eng	3	35	68	68	YES	377	2	english	low
4999_4058	7	5	CH1_Eng	3	36	75	75	YES	392	2	english	low
4999_4058	4	5	CH1_Eng	3	37	68	68	YES	400	2	english	low
4999_4058	2	5	CH1_Eng	3	38	68	68	YES	376	2	english	low
4999_4058	3	5	CH1_Eng	3	39	68	68	YES	585	2	english	low
4999_4058	2	5	CH1_Eng	3	40	68	68	YES	401	2	english	low
4999_4058	1	5	CH1_Eng	3	41	68	68	YES	376	2	english	low
4999_4058	6	5	CH1_Eng	3	42	75	75	YES	385	2	english	low
4999_4058	4	5	CH1_Eng	3	43	68	68	YES	743	2	english	low
4999_4058	9	5	CH1_Eng	3	44	75	75	YES	369	2	english	low
4999_4058	6	5	CH1_Eng	3	45	75	75	YES	575	2	english	low
4999_4058	3	5	CH1_Eng	3	46	68	68	YES	841	2	english	low
4999_4058	9	5	CH1_Eng	3	47	75	75	YES	385	2	english	low
4999_4058	2	5	CH1_Eng	3	48	68	68	YES	345	2	english	low
4999_4058	8	5	CH1_Eng	3	49	75	75	YES	352	2	english	low
4999_4058	6	5	CH1_Eng	3	50	75	75	YES	646	2	english	low
4999_4058	8	5	CH1_Eng	3	51	75	75	YES	377	2	english	low
4999_4058	7	5	CH1_Eng	3	52	75	75	YES	423	2	english	low
4999_4058	7	5	CH1_Eng	3	53	75	75	YES	369	2	english	low
4999_4058	2	5	CH1_Eng	3	54	68	68	YES	408	2	english	low
4999_4058	3	5	CH1_Eng	3	55	68	68	YES	617	2	english	low
4999_4058	2	5	CH1_Eng	3	56	68	68	YES	383	2	english	low
4999_4058	7	5	CH1_Eng	3	57	75	75	YES	375	2	english	low
4999_4058	6	5	CH1_Eng	3	58	75	75	YES	320	2	english	low
4999_4058	7	5	CH1_Eng	3	59	75	75	YES	441	2	english	low
4999_4058	3	5	CH1_Eng	3	60	68	68	YES	455	2	english	low
4999_4058	1	5	CH1_Eng	3	61	68	68	YES	369	2	english	low
4999_4058	7	5	CH1_Eng	3	62	75	75	YES	321	2	english	low
4999_4058	9	5	CH1_Eng	3	63	75	75	YES	329	2	english	low
4999_4058	1	5	CH1_Eng	3	64	68	68	YES	360	2	english	low
4999_4058	4	5	CH1_Eng	3	65	68	68	YES	368	2	english	low
4999_4058	7	5	CH1_Eng	3	66	75	75	YES	344	2	english	low
4999_4058	4	5	CH1_Eng	3	67	75	68	NO	311	2	english	low
4999_4058	9	5	CH1_Eng	3	68	75	75	YES	361	2	english	low
4999_4058	6	5	CH1_Eng	3	69	75	75	YES	479	2	english	low
4999_4058	7	5	CH1_Eng	3	70	75	75	YES	362	2	english	low
4999_4058	2	5	CH1_Eng	3	71	68	68	YES	374	2	english	low
4999_4058	9	5	CH1_Eng	3	72	75	75	YES	384	2	english	low
4999_4058	7	5	CH1_Eng	3	73	75	75	YES	416	2	english	low
4999_4058	3	5	CH1_Eng	3	74	68	68	YES	416	2	english	low
4999_4058	7	5	CH1_Eng	3	75	75	75	YES	417	2	english	low
4999_4058	1	5	CH1_Eng	3	76	68	68	YES	375	2	english	low
4999_4058	3	5	CH1_Eng	3	77	68	68	YES	465	2	english	low
4999_4058	2	5	CH1_Eng	3	78	68	68	YES	391	2	english	low
4999_4058	6	5	CH1_Eng	3	79	75	75	YES	431	2	english	low
4999_4058	4	5	CH1_Eng	3	80	68	68	YES	383	2	english	low
4999_4058	9	5	CH1_Eng	3	81	75	75	YES	519	2	english	low
4999_4058	8	5	CH1_Eng	3	82	75	75	YES	377	2	english	low
4999_4058	2	5	CH1_Eng	3	83	68	68	YES	408	2	english	low
4999_4058	6	5	CH1_Eng	3	84	75	75	YES	433	2	english	low
4999_4058	9	5	CH1_Eng	3	85	75	75	YES	423	2	english	low
4999_4058	3	5	CH1_Eng	3	86	68	68	YES	408	2	english	low
4999_4058	7	5	CH1_Eng	3	87	75	75	YES	440	2	english	low
4999_4058	4	5	CH1_Eng	3	88	68	68	YES	607	2	english	low
4999_4058	7	5	CH1_Eng	3	89	75	75	YES	824	2	english	low
4999_4058	7	5	CH1_Eng	3	90	75	75	YES	377	2	english	low
4999_4058	1	5	CH1_Eng	3	91	68	68	YES	377	2	english	low
4999_4058	4	5	CH1_Eng	3	92	68	68	YES	487	2	english	low
4999_4058	9	5	CH1_Eng	3	93	75	75	YES	330	2	english	low
4999_4058	3	5	CH1_Eng	3	94	68	68	YES	368	2	english	low
4999_4058	7	5	CH1_Eng	3	95	75	75	YES	423	2	english	low
4999_4058	8	5	CH1_Eng	3	96	75	75	YES	607	2	english	low
4999_4058	8	5	CH1_Eng	3	97	75	75	YES	377	2	english	low
4999_4058	8	5	CH1_Eng	3	98	75	75	YES	384	2	english	low
4999_4058	6	5	CH1_Eng	3	99	68	75	NO	473	2	english	low
4999_4058	8	5	CH1_Eng	3	100	75	75	YES	368	2	english	low
4999_4058	7	5	CH1_Eng	3	101	75	75	YES	409	2	english	low
4999_4058	3	5	CH1_Eng	3	102	68	68	YES	503	2	english	low
4999_4058	9	5	CH1_Eng	3	103	75	75	YES	321	2	english	low
4999_4058	2	5	CH1_Eng	3	104	68	68	YES	416	2	english	low
4999_4058	2	5	CH1_Eng	3	105	68	68	YES	322	2	english	low
4999_4058	7	5	CH1_Eng	3	106	75	75	YES	655	2	english	low
4999_4058	2	5	CH1_Eng	3	107	68	68	YES	417	2	english	low
4999_4058	9	5	CH1_Eng	3	108	75	75	YES	407	2	english	low
4999_4058	2	5	CH1_Eng	3	109	68	68	YES	928	2	english	low
4999_4058	9	5	CH1_Eng	3	110	75	75	YES	801	2	english	low
4999_4058	2	5	CH1_Eng	3	111	68	68	YES	345	2	english	low
4999_4058	8	5	CH1_Eng	3	112	75	75	YES	360	2	english	low
4999_4058	8	5	CH1_Eng	3	113	75	75	YES	344	2	english	low
4999_4058	7	5	CH1_Eng	3	114	75	75	YES	368	2	english	low
4999_4058	6	5	CH1_Eng	3	115	75	75	YES	424	2	english	low
4999_4058	3	5	CH1_Eng	3	116	68	68	YES	401	2	english	low
4999_4058	2	5	CH1_Eng	3	117	68	68	YES	417	2	english	low
4999_4058	1	5	CH1_Eng	3	118	68	68	YES	409	2	english	low
4999_4058	8	5	CH1_Eng	3	119	75	75	YES	464	2	english	low
4999_4058	2	5	CH1_Eng	3	120	68	68	YES	456	2	english	low
4999_4058	8	5	CH1_Eng	4	1	75	75	YES	363	2	english	low
4999_4058	1	5	CH1_Eng	4	2	68	68	YES	434	2	english	low
4999_4058	1	5	CH1_Eng	4	3	68	68	YES	336	2	english	low
4999_4058	7	5	CH1_Eng	4	4	75	75	YES	378	2	english	low
4999_4058	9	5	CH1_Eng	4	5	75	75	YES	352	2	english	low
4999_4058	2	5	CH1_Eng	4	6	68	68	YES	368	2	english	low
4999_4058	1	5	CH1_Eng	4	7	68	68	YES	376	2	english	low
4999_4058	8	5	CH1_Eng	4	8	75	75	YES	416	2	english	low
4999_4058	6	5	CH1_Eng	4	9	75	75	YES	352	2	english	low
4999_4058	3	5	CH1_Eng	4	10	68	68	YES	425	2	english	low
4999_4058	7	5	CH1_Eng	4	11	75	75	YES	432	2	english	low
4999_4058	6	5	CH1_Eng	4	12	75	75	YES	361	2	english	low
4999_4058	2	5	CH1_Eng	4	13	68	68	YES	352	2	english	low
4999_4058	1	5	CH1_Eng	4	14	68	68	YES	367	2	english	low
4999_4058	4	5	CH1_Eng	4	15	68	68	YES	369	2	english	low
4999_4058	8	5	CH1_Eng	4	16	75	75	YES	336	2	english	low
4999_4058	4	5	CH1_Eng	4	17	68	68	YES	369	2	english	low
4999_4058	9	5	CH1_Eng	4	18	75	75	YES	336	2	english	low
4999_4058	4	5	CH1_Eng	4	19	68	68	YES	648	2	english	low
4999_4058	3	5	CH1_Eng	4	20	68	68	YES	487	2	english	low
4999_4058	7	5	CH1_Eng	4	21	75	75	YES	824	2	english	low
4999_4058	2	5	CH1_Eng	4	22	68	68	YES	409	2	english	low
4999_4058	2	5	CH1_Eng	4	23	68	68	YES	385	2	english	low
4999_4058	7	5	CH1_Eng	4	24	75	75	YES	417	2	english	low
4999_4058	8	5	CH1_Eng	4	25	75	75	YES	417	2	english	low
4999_4058	3	5	CH1_Eng	4	26	68	68	YES	457	2	english	low
4999_4058	9	5	CH1_Eng	4	27	75	75	YES	369	2	english	low
4999_4058	1	5	CH1_Eng	4	28	68	68	YES	368	2	english	low
4999_4058	1	5	CH1_Eng	4	29	68	68	YES	360	2	english	low
4999_4058	8	5	CH1_Eng	4	30	75	75	YES	439	2	english	low
4999_4058	7	5	CH1_Eng	4	31	75	75	YES	368	2	english	low
4999_4058	6	5	CH1_Eng	4	32	75	75	YES	527	2	english	low
4999_4058	9	5	CH1_Eng	4	33	75	75	YES	377	2	english	low
4999_4058	7	5	CH1_Eng	4	34	75	75	YES	327	2	english	low
4999_4058	3	5	CH1_Eng	4	35	68	68	YES	521	2	english	low
4999_4058	7	5	CH1_Eng	4	36	75	75	YES	344	2	english	low
4999_4058	1	5	CH1_Eng	4	37	68	68	YES	417	2	english	low
4999_4058	4	5	CH1_Eng	4	38	68	68	YES	520	2	english	low
4999_4058	8	5	CH1_Eng	4	39	75	75	YES	353	2	english	low
4999_4058	8	5	CH1_Eng	4	40	75	75	YES	320	2	english	low
4999_4058	8	5	CH1_Eng	4	41	75	75	YES	320	2	english	low
4999_4058	1	5	CH1_Eng	4	42	68	68	YES	334	2	english	low
4999_4058	8	5	CH1_Eng	4	43	75	75	YES	354	2	english	low
4999_4058	4	5	CH1_Eng	4	44	68	68	YES	344	2	english	low
4999_4058	8	5	CH1_Eng	4	45	68	75	NO	385	2	english	low
4999_4058	2	5	CH1_Eng	4	46	68	68	YES	424	2	english	low
4999_4058	4	5	CH1_Eng	4	47	75	68	NO	369	2	english	low
4999_4058	9	5	CH1_Eng	4	48	75	75	YES	353	2	english	low
4999_4058	6	5	CH1_Eng	4	49	75	75	YES	544	2	english	low
4999_4058	7	5	CH1_Eng	4	50	75	75	YES	390	2	english	low
4999_4058	3	5	CH1_Eng	4	51	68	68	YES	536	2	english	low
4999_4058	8	5	CH1_Eng	4	52	75	75	YES	375	2	english	low
4999_4058	4	5	CH1_Eng	4	53	68	68	YES	361	2	english	low
4999_4058	6	5	CH1_Eng	4	54	75	75	YES	352	2	english	low
4999_4058	7	5	CH1_Eng	4	55	75	75	YES	352	2	english	low
4999_4058	9	5	CH1_Eng	4	56	75	75	YES	352	2	english	low
4999_4058	2	5	CH1_Eng	4	57	68	68	YES	424	2	english	low
4999_4058	2	5	CH1_Eng	4	58	68	68	YES	384	2	english	low
4999_4058	8	5	CH1_Eng	4	59	75	75	YES	521	2	english	low
4999_4058	2	5	CH1_Eng	4	60	68	68	YES	393	2	english	low
4999_4058	6	5	CH1_Eng	4	61	68	75	NO	841	2	english	low
4999_4058	2	5	CH1_Eng	4	62	68	68	YES	368	2	english	low
4999_4058	8	5	CH1_Eng	4	63	75	75	YES	400	2	english	low
4999_4058	7	5	CH1_Eng	4	64	75	75	YES	392	2	english	low
4999_4058	3	5	CH1_Eng	4	65	68	68	YES	400	2	english	low
4999_4058	7	5	CH1_Eng	4	66	75	75	YES	399	2	english	low
4999_4058	9	5	CH1_Eng	4	67	75	75	YES	385	2	english	low
4999_4058	8	5	CH1_Eng	4	68	75	75	YES	398	2	english	low
4999_4058	9	5	CH1_Eng	4	69	75	75	YES	338	2	english	low
4999_4058	7	5	CH1_Eng	4	70	75	75	YES	377	2	english	low
4999_4058	3	5	CH1_Eng	4	71	68	68	YES	406	2	english	low
4999_4058	3	5	CH1_Eng	4	72	68	68	YES	361	2	english	low
4999_4058	4	5	CH1_Eng	4	73	68	68	YES	345	2	english	low
4999_4058	8	5	CH1_Eng	4	74	75	75	YES	336	2	english	low
4999_4058	8	5	CH1_Eng	4	75	75	75	YES	327	2	english	low
4999_4058	1	5	CH1_Eng	4	76	68	68	YES	367	2	english	low
4999_4058	8	5	CH1_Eng	4	77	75	75	YES	383	2	english	low
4999_4058	2	5	CH1_Eng	4	78	68	68	YES	376	2	english	low
4999_4058	6	5	CH1_Eng	4	79	75	75	YES	439	2	english	low
4999_4058	4	5	CH1_Eng	4	80	68	68	YES	609	2	english	low
4999_4058	8	5	CH1_Eng	4	81	75	75	YES	391	2	english	low
4999_4058	1	5	CH1_Eng	4	82	68	68	YES	385	2	english	low
4999_4058	9	5	CH1_Eng	4	83	75	75	YES	464	2	english	low
4999_4058	9	5	CH1_Eng	4	84	75	75	YES	369	2	english	low
4999_4058	4	5	CH1_Eng	4	85	68	68	YES	399	2	english	low
4999_4058	9	5	CH1_Eng	4	86	75	75	YES	361	2	english	low
4999_4058	9	5	CH1_Eng	4	87	75	75	YES	336	2	english	low
4999_4058	1	5	CH1_Eng	4	88	68	68	YES	377	2	english	low
4999_4058	8	5	CH1_Eng	4	89	75	75	YES	446	2	english	low
4999_4058	7	5	CH1_Eng	4	90	75	75	YES	465	2	english	low
4999_4058	7	5	CH1_Eng	4	91	75	75	YES	360	2	english	low
4999_4058	2	5	CH1_Eng	4	92	68	68	YES	519	2	english	low
4999_4058	4	5	CH1_Eng	4	93	68	68	YES	695	2	english	low
4999_4058	8	5	CH1_Eng	4	94	75	75	YES	392	2	english	low
4999_4058	3	5	CH1_Eng	4	95	68	68	YES	512	2	english	low
4999_4058	3	5	CH1_Eng	4	96	68	68	YES	415	2	english	low
4999_4058	9	5	CH1_Eng	4	97	75	75	YES	432	2	english	low
4999_4058	9	5	CH1_Eng	4	98	75	75	YES	401	2	english	low
4999_4058	6	5	CH1_Eng	4	99	75	75	YES	455	2	english	low
4999_4058	3	5	CH1_Eng	4	100	68	68	YES	517	2	english	low
4999_4058	6	5	CH1_Eng	4	101	75	75	YES	473	2	english	low
4999_4058	2	5	CH1_Eng	4	102	68	68	YES	344	2	english	low
4999_4058	6	5	CH1_Eng	4	103	75	75	YES	360	2	english	low
4999_4058	7	5	CH1_Eng	4	104	75	75	YES	415	2	english	low
4999_4058	2	5	CH1_Eng	4	105	68	68	YES	344	2	english	low
4999_4058	8	5	CH1_Eng	4	106	75	75	YES	383	2	english	low
4999_4058	4	5	CH1_Eng	4	107	68	68	YES	488	2	english	low
4999_4058	4	5	CH1_Eng	4	108	68	68	YES	409	2	english	low
4999_4058	6	5	CH1_Eng	4	109	75	75	YES	543	2	english	low
4999_4058	4	5	CH1_Eng	4	110	68	68	YES	447	2	english	low
4999_4058	3	5	CH1_Eng	4	111	68	68	YES	457	2	english	low
4999_4058	3	5	CH1_Eng	4	112	68	68	YES	441	2	english	low
4999_4058	6	5	CH1_Eng	4	113	75	75	YES	480	2	english	low
4999_4058	1	5	CH1_Eng	4	114	68	68	YES	399	2	english	low
4999_4058	7	5	CH1_Eng	4	115	75	75	YES	392	2	english	low
4999_4058	6	5	CH1_Eng	4	116	75	75	YES	385	2	english	low
4999_4058	8	5	CH1_Eng	4	117	75	75	YES	392	2	english	low
4999_4058	4	5	CH1_Eng	4	118	68	68	YES	407	2	english	low
4999_4058	9	5	CH1_Eng	4	119	75	75	YES	488	2	english	low
4999_4058	1	5	CH1_Eng	4	120	68	68	YES	495	2	english	low
4999_4058	7	5	CH1_Eng	5	1	75	75	YES	366	2	english	low
4999_4058	3	5	CH1_Eng	5	2	68	68	YES	344	2	english	low
4999_4058	8	5	CH1_Eng	5	3	75	75	YES	353	2	english	low
4999_4058	6	5	CH1_Eng	5	4	75	75	YES	392	2	english	low
4999_4058	4	5	CH1_Eng	5	5	75	68	NO	343	2	english	low
4999_4058	4	5	CH1_Eng	5	6	68	68	YES	359	2	english	low
4999_4058	9	5	CH1_Eng	5	7	75	75	YES	359	2	english	low
4999_4058	8	5	CH1_Eng	5	8	75	75	YES	344	2	english	low
4999_4058	3	5	CH1_Eng	5	9	68	68	YES	408	2	english	low
4999_4058	4	5	CH1_Eng	5	10	68	68	YES	392	2	english	low
4999_4058	7	5	CH1_Eng	5	11	75	75	YES	383	2	english	low
4999_4058	6	5	CH1_Eng	5	12	75	75	YES	362	2	english	low
4999_4058	2	5	CH1_Eng	5	13	68	68	YES	374	2	english	low
4999_4058	6	5	CH1_Eng	5	14	75	75	YES	337	2	english	low
4999_4058	8	5	CH1_Eng	5	15	75	75	YES	351	2	english	low
4999_4058	3	5	CH1_Eng	5	16	68	68	YES	528	2	english	low
4999_4058	8	5	CH1_Eng	5	17	75	75	YES	408	2	english	low
4999_4058	8	5	CH1_Eng	5	18	75	75	YES	401	2	english	low
4999_4058	6	5	CH1_Eng	5	19	75	75	YES	479	2	english	low
4999_4058	6	5	CH1_Eng	5	20	75	75	YES	352	2	english	low
4999_4058	7	5	CH1_Eng	5	21	75	75	YES	464	2	english	low
4999_4058	1	5	CH1_Eng	5	22	68	68	YES	434	2	english	low
4999_4058	1	5	CH1_Eng	5	23	68	68	YES	335	2	english	low
4999_4058	9	5	CH1_Eng	5	24	75	75	YES	409	2	english	low
4999_4058	7	5	CH1_Eng	5	25	75	75	YES	384	2	english	low
4999_4058	6	5	CH1_Eng	5	26	75	75	YES	375	2	english	low
4999_4058	2	5	CH1_Eng	5	27	68	68	YES	390	2	english	low
4999_4058	3	5	CH1_Eng	5	28	68	68	YES	416	2	english	low
4999_4058	4	5	CH1_Eng	5	29	68	68	YES	424	2	english	low
4999_4058	6	5	CH1_Eng	5	30	75	75	YES	856	2	english	low
4999_4058	2	5	CH1_Eng	5	31	68	68	YES	376	2	english	low
4999_4058	3	5	CH1_Eng	5	32	68	68	YES	464	2	english	low
4999_4058	9	5	CH1_Eng	5	33	75	75	YES	352	2	english	low
4999_4058	2	5	CH1_Eng	5	34	68	68	YES	431	2	english	low
4999_4058	1	5	CH1_Eng	5	35	68	68	YES	367	2	english	low
4999_4058	3	5	CH1_Eng	5	36	68	68	YES	423	2	english	low
4999_4058	4	5	CH1_Eng	5	37	68	68	YES	358	2	english	low
4999_4058	9	5	CH1_Eng	5	38	75	75	YES	457	2	english	low
4999_4058	2	5	CH1_Eng	5	39	68	68	YES	415	2	english	low
4999_4058	4	5	CH1_Eng	5	40	68	68	YES	465	2	english	low
4999_4058	7	5	CH1_Eng	5	41	75	75	YES	456	2	english	low
4999_4058	4	5	CH1_Eng	5	42	68	68	YES	393	2	english	low
4999_4058	6	5	CH1_Eng	5	43	75	75	YES	504	2	english	low
4999_4058	1	5	CH1_Eng	5	44	68	68	YES	377	2	english	low
4999_4058	3	5	CH1_Eng	5	45	68	68	YES	558	2	english	low
4999_4058	1	5	CH1_Eng	5	46	68	68	YES	367	2	english	low
4999_4058	3	5	CH1_Eng	5	47	68	68	YES	417	2	english	low
4999_4058	4	5	CH1_Eng	5	48	68	68	YES	823	2	english	low
4999_4058	3	5	CH1_Eng	5	49	68	68	YES	440	2	english	low
4999_4058	7	5	CH1_Eng	5	50	75	75	YES	383	2	english	low
4999_4058	9	5	CH1_Eng	5	51	75	75	YES	415	2	english	low
4999_4058	8	5	CH1_Eng	5	52	75	75	YES	463	2	english	low
4999_4058	2	5	CH1_Eng	5	53	68	68	YES	416	2	english	low
4999_4058	3	5	CH1_Eng	5	54	68	68	YES	439	2	english	low
4999_4058	3	5	CH1_Eng	5	55	68	68	YES	407	2	english	low
4999_4058	7	5	CH1_Eng	5	56	75	75	YES	1088	2	english	low
4999_4058	8	5	CH1_Eng	5	57	75	75	YES	367	2	english	low
4999_4058	4	5	CH1_Eng	5	58	68	68	YES	343	2	english	low
4999_4058	8	5	CH1_Eng	5	59	75	75	YES	408	2	english	low
4999_4058	4	5	CH1_Eng	5	60	68	68	YES	408	2	english	low
4999_4058	7	5	CH1_Eng	5	61	75	75	YES	704	2	english	low
4999_4058	4	5	CH1_Eng	5	62	68	68	YES	735	2	english	low
4999_4058	1	5	CH1_Eng	5	63	68	68	YES	383	2	english	low
4999_4058	4	5	CH1_Eng	5	64	68	68	YES	400	2	english	low
4999_4058	6	5	CH1_Eng	5	65	75	75	YES	359	2	english	low
4999_4058	2	5	CH1_Eng	5	66	68	68	YES	648	2	english	low
4999_4058	1	5	CH1_Eng	5	67	68	68	YES	438	2	english	low
4999_4058	8	5	CH1_Eng	5	68	75	75	YES	377	2	english	low
4999_4058	6	5	CH1_Eng	5	69	75	75	YES	519	2	english	low
4999_4058	2	5	CH1_Eng	5	70	68	68	YES	376	2	english	low
4999_4058	6	5	CH1_Eng	5	71	75	75	YES	456	2	english	low
4999_4058	8	5	CH1_Eng	5	72	75	75	YES	343	2	english	low
4999_4058	3	5	CH1_Eng	5	73	68	68	YES	407	2	english	low
4999_4058	3	5	CH1_Eng	5	74	68	68	YES	416	2	english	low
4999_4058	4	5	CH1_Eng	5	75	68	68	YES	407	2	english	low
4999_4058	6	5	CH1_Eng	5	76	75	75	YES	362	2	english	low
4999_4058	8	5	CH1_Eng	5	77	75	75	YES	390	2	english	low
4999_4058	6	5	CH1_Eng	5	78	75	75	YES	496	2	english	low
4999_4058	3	5	CH1_Eng	5	79	68	68	YES	368	2	english	low
4999_4058	6	5	CH1_Eng	5	80	75	75	YES	345	2	english	low
4999_4058	3	5	CH1_Eng	5	81	68	68	YES	375	2	english	low
4999_4058	4	5	CH1_Eng	5	82	68	68	YES	505	2	english	low
4999_4058	1	5	CH1_Eng	5	83	68	68	YES	414	2	english	low
4999_4058	3	5	CH1_Eng	5	84	68	68	YES	384	2	english	low
4999_4058	6	5	CH1_Eng	5	85	75	75	YES	543	2	english	low
4999_4058	3	5	CH1_Eng	5	86	68	68	YES	361	2	english	low
4999_4058	4	5	CH1_Eng	5	87	68	68	YES	407	2	english	low
4999_4058	6	5	CH1_Eng	5	88	75	75	YES	489	2	english	low
4999_4058	9	5	CH1_Eng	5	89	75	75	YES	423	2	english	low
4999_4058	2	5	CH1_Eng	5	90	68	68	YES	406	2	english	low
4999_4058	1	5	CH1_Eng	5	91	68	68	YES	352	2	english	low
4999_4058	8	5	CH1_Eng	5	92	75	75	YES	352	2	english	low
4999_4058	2	5	CH1_Eng	5	93	68	68	YES	392	2	english	low
4999_4058	1	5	CH1_Eng	5	94	68	68	YES	432	2	english	low
4999_4058	6	5	CH1_Eng	5	95	75	75	YES	360	2	english	low
4999_4058	6	5	CH1_Eng	5	96	75	75	YES	368	2	english	low
4999_4058	6	5	CH1_Eng	5	97	75	75	YES	456	2	english	low
4999_4058	3	5	CH1_Eng	5	98	68	68	YES	503	2	english	low
4999_4058	3	5	CH1_Eng	5	99	68	68	YES	369	2	english	low
4999_4058	4	5	CH1_Eng	5	100	68	68	YES	511	2	english	low
4999_4058	7	5	CH1_Eng	5	101	75	75	YES	607	2	english	low
4999_4058	8	5	CH1_Eng	5	102	75	75	YES	376	2	english	low
4999_4058	1	5	CH1_Eng	5	103	68	68	YES	584	2	english	low
4999_4058	4	5	CH1_Eng	5	104	68	68	YES	576	2	english	low
4999_4058	9	5	CH1_Eng	5	105	75	75	YES	400	2	english	low
4999_4058	8	5	CH1_Eng	5	106	75	75	YES	479	2	english	low
4999_4058	8	5	CH1_Eng	5	107	75	75	YES	441	2	english	low
4999_4058	8	5	CH1_Eng	5	108	75	75	YES	376	2	english	low
4999_4058	7	5	CH1_Eng	5	109	75	75	YES	352	2	english	low
