sn	probe	stand	cond	block_c	trial_c	key_press	Desired	correct	rt	ses	lang	dKey
1887_4026	1	5	CH1_CHIN	1	1	68	68	YES	1326	2	chinese	low
1887_4026	2	5	CH1_CHIN	1	2	68	68	YES	526	2	chinese	low
1887_4026	6	5	CH1_CHIN	1	3	68	75	NO	864	2	chinese	low
1887_4026	3	5	CH1_CHIN	1	4	68	68	YES	768	2	chinese	low
1887_4026	7	5	CH1_CHIN	1	5	75	75	YES	528	2	chinese	low
1887_4026	4	5	CH1_CHIN	1	6	68	68	YES	680	2	chinese	low
1887_4026	8	5	CH1_CHIN	1	7	75	75	YES	513	2	chinese	low
1887_4026	9	5	CH1_CHIN	1	8	75	75	YES	593	2	chinese	low
1887_4026	6	5	CH1_CHIN	2	1	75	75	YES	558	2	chinese	low
1887_4026	7	5	CH1_CHIN	2	2	75	75	YES	457	2	chinese	low
1887_4026	1	5	CH1_CHIN	2	3	68	68	YES	568	2	chinese	low
1887_4026	8	5	CH1_CHIN	2	4	75	75	YES	432	2	chinese	low
1887_4026	1	5	CH1_CHIN	2	5	68	68	YES	520	2	chinese	low
1887_4026	3	5	CH1_CHIN	2	6	68	68	YES	752	2	chinese	low
1887_4026	2	5	CH1_CHIN	2	7	68	68	YES	536	2	chinese	low
1887_4026	9	5	CH1_CHIN	2	8	75	75	YES	456	2	chinese	low
1887_4026	1	5	CH1_CHIN	2	9	68	68	YES	408	2	chinese	low
1887_4026	4	5	CH1_CHIN	2	10	68	68	YES	609	2	chinese	low
1887_4026	9	5	CH1_CHIN	2	11	75	75	YES	464	2	chinese	low
1887_4026	3	5	CH1_CHIN	2	12	68	68	YES	458	2	chinese	low
1887_4026	1	5	CH1_CHIN	2	13	68	68	YES	544	2	chinese	low
1887_4026	2	5	CH1_CHIN	2	14	68	68	YES	472	2	chinese	low
1887_4026	7	5	CH1_CHIN	2	15	75	75	YES	504	2	chinese	low
1887_4026	2	5	CH1_CHIN	2	16	68	68	YES	424	2	chinese	low
1887_4026	7	5	CH1_CHIN	2	17	75	75	YES	377	2	chinese	low
1887_4026	6	5	CH1_CHIN	2	18	75	75	YES	504	2	chinese	low
1887_4026	3	5	CH1_CHIN	2	19	68	68	YES	792	2	chinese	low
1887_4026	7	5	CH1_CHIN	2	20	75	75	YES	448	2	chinese	low
1887_4026	2	5	CH1_CHIN	2	21	68	68	YES	544	2	chinese	low
1887_4026	7	5	CH1_CHIN	2	22	75	75	YES	465	2	chinese	low
1887_4026	7	5	CH1_CHIN	2	23	75	75	YES	719	2	chinese	low
1887_4026	7	5	CH1_CHIN	2	24	75	75	YES	516	2	chinese	low
1887_4026	1	5	CH1_CHIN	2	25	68	68	YES	400	2	chinese	low
1887_4026	7	5	CH1_CHIN	2	26	75	75	YES	472	2	chinese	low
1887_4026	1	5	CH1_CHIN	2	27	68	68	YES	448	2	chinese	low
1887_4026	4	5	CH1_CHIN	2	28	68	68	YES	608	2	chinese	low
1887_4026	3	5	CH1_CHIN	2	29	68	68	YES	626	2	chinese	low
1887_4026	2	5	CH1_CHIN	2	30	68	68	YES	536	2	chinese	low
1887_4026	9	5	CH1_CHIN	2	31	75	75	YES	577	2	chinese	low
1887_4026	3	5	CH1_CHIN	2	32	68	68	YES	520	2	chinese	low
1887_4026	3	5	CH1_CHIN	2	33	68	68	YES	416	2	chinese	low
1887_4026	2	5	CH1_CHIN	2	34	68	68	YES	488	2	chinese	low
1887_4026	4	5	CH1_CHIN	2	35	75	68	NO	400	2	chinese	low
1887_4026	1	5	CH1_CHIN	2	36	68	68	YES	536	2	chinese	low
1887_4026	2	5	CH1_CHIN	2	37	68	68	YES	384	2	chinese	low
1887_4026	2	5	CH1_CHIN	2	38	68	68	YES	416	2	chinese	low
1887_4026	8	5	CH1_CHIN	2	39	75	75	YES	480	2	chinese	low
1887_4026	6	5	CH1_CHIN	2	40	75	75	YES	583	2	chinese	low
1887_4026	4	5	CH1_CHIN	2	41	68	68	YES	538	2	chinese	low
1887_4026	6	5	CH1_CHIN	2	42	75	75	YES	433	2	chinese	low
1887_4026	7	5	CH1_CHIN	2	43	75	75	YES	529	2	chinese	low
1887_4026	9	5	CH1_CHIN	2	44	75	75	YES	495	2	chinese	low
1887_4026	9	5	CH1_CHIN	2	45	75	75	YES	432	2	chinese	low
1887_4026	1	5	CH1_CHIN	2	46	68	68	YES	535	2	chinese	low
1887_4026	3	5	CH1_CHIN	2	47	68	68	YES	520	2	chinese	low
1887_4026	8	5	CH1_CHIN	2	48	75	75	YES	480	2	chinese	low
1887_4026	6	5	CH1_CHIN	2	49	75	75	YES	584	2	chinese	low
1887_4026	6	5	CH1_CHIN	2	50	75	75	YES	424	2	chinese	low
1887_4026	3	5	CH1_CHIN	2	51	68	68	YES	728	2	chinese	low
1887_4026	7	5	CH1_CHIN	2	52	75	75	YES	417	2	chinese	low
1887_4026	9	5	CH1_CHIN	2	53	75	75	YES	425	2	chinese	low
1887_4026	6	5	CH1_CHIN	2	54	75	75	YES	488	2	chinese	low
1887_4026	4	5	CH1_CHIN	2	55	68	68	YES	568	2	chinese	low
1887_4026	8	5	CH1_CHIN	2	56	75	75	YES	441	2	chinese	low
1887_4026	2	5	CH1_CHIN	2	57	68	68	YES	417	2	chinese	low
1887_4026	8	5	CH1_CHIN	2	58	75	75	YES	384	2	chinese	low
1887_4026	2	5	CH1_CHIN	2	59	68	68	YES	480	2	chinese	low
1887_4026	1	5	CH1_CHIN	2	60	68	68	YES	624	2	chinese	low
1887_4026	2	5	CH1_CHIN	2	61	68	68	YES	584	2	chinese	low
1887_4026	7	5	CH1_CHIN	2	62	75	75	YES	408	2	chinese	low
1887_4026	2	5	CH1_CHIN	2	63	68	68	YES	488	2	chinese	low
1887_4026	8	5	CH1_CHIN	2	64	75	75	YES	425	2	chinese	low
1887_4026	9	5	CH1_CHIN	2	65	75	75	YES	431	2	chinese	low
1887_4026	7	5	CH1_CHIN	2	66	68	75	NO	392	2	chinese	low
1887_4026	1	5	CH1_CHIN	2	67	68	68	YES	512	2	chinese	low
1887_4026	3	5	CH1_CHIN	2	68	68	68	YES	416	2	chinese	low
1887_4026	2	5	CH1_CHIN	2	69	68	68	YES	425	2	chinese	low
1887_4026	7	5	CH1_CHIN	2	70	75	75	YES	487	2	chinese	low
1887_4026	9	5	CH1_CHIN	2	71	75	75	YES	465	2	chinese	low
1887_4026	9	5	CH1_CHIN	2	72	75	75	YES	415	2	chinese	low
1887_4026	9	5	CH1_CHIN	2	73	75	75	YES	449	2	chinese	low
1887_4026	7	5	CH1_CHIN	2	74	75	75	YES	504	2	chinese	low
1887_4026	2	5	CH1_CHIN	2	75	68	68	YES	496	2	chinese	low
1887_4026	4	5	CH1_CHIN	2	76	68	68	YES	600	2	chinese	low
1887_4026	1	5	CH1_CHIN	2	77	68	68	YES	535	2	chinese	low
1887_4026	6	5	CH1_CHIN	2	78	75	75	YES	546	2	chinese	low
1887_4026	1	5	CH1_CHIN	2	79	68	68	YES	430	2	chinese	low
1887_4026	4	5	CH1_CHIN	2	80	68	68	YES	592	2	chinese	low
1887_4026	3	5	CH1_CHIN	2	81	68	68	YES	416	2	chinese	low
1887_4026	3	5	CH1_CHIN	2	82	68	68	YES	416	2	chinese	low
1887_4026	1	5	CH1_CHIN	2	83	68	68	YES	456	2	chinese	low
1887_4026	7	5	CH1_CHIN	2	84	75	75	YES	623	2	chinese	low
1887_4026	9	5	CH1_CHIN	2	85	75	75	YES	530	2	chinese	low
1887_4026	8	5	CH1_CHIN	2	86	75	75	YES	480	2	chinese	low
1887_4026	4	5	CH1_CHIN	2	87	68	68	YES	601	2	chinese	low
1887_4026	1	5	CH1_CHIN	2	88	68	68	YES	561	2	chinese	low
1887_4026	3	5	CH1_CHIN	2	89	68	68	YES	529	2	chinese	low
1887_4026	4	5	CH1_CHIN	2	90	68	68	YES	873	2	chinese	low
1887_4026	6	5	CH1_CHIN	2	91	75	75	YES	481	2	chinese	low
1887_4026	3	5	CH1_CHIN	2	92	68	68	YES	432	2	chinese	low
1887_4026	6	5	CH1_CHIN	2	93	75	75	YES	392	2	chinese	low
1887_4026	3	5	CH1_CHIN	2	94	68	68	YES	511	2	chinese	low
1887_4026	9	5	CH1_CHIN	2	95	75	75	YES	439	2	chinese	low
1887_4026	3	5	CH1_CHIN	2	96	68	68	YES	655	2	chinese	low
1887_4026	2	5	CH1_CHIN	2	97	68	68	YES	479	2	chinese	low
1887_4026	9	5	CH1_CHIN	2	98	75	75	YES	449	2	chinese	low
1887_4026	7	5	CH1_CHIN	2	99	75	75	YES	511	2	chinese	low
1887_4026	3	5	CH1_CHIN	2	100	68	68	YES	496	2	chinese	low
1887_4026	3	5	CH1_CHIN	2	101	68	68	YES	376	2	chinese	low
1887_4026	9	5	CH1_CHIN	2	102	75	75	YES	440	2	chinese	low
1887_4026	4	5	CH1_CHIN	2	103	68	68	YES	552	2	chinese	low
1887_4026	7	5	CH1_CHIN	2	104	75	75	YES	384	2	chinese	low
1887_4026	9	5	CH1_CHIN	2	105	75	75	YES	480	2	chinese	low
1887_4026	1	5	CH1_CHIN	2	106	68	68	YES	479	2	chinese	low
1887_4026	4	5	CH1_CHIN	2	107	68	68	YES	513	2	chinese	low
1887_4026	6	5	CH1_CHIN	2	108	75	75	YES	432	2	chinese	low
1887_4026	8	5	CH1_CHIN	2	109	75	75	YES	497	2	chinese	low
1887_4026	3	5	CH1_CHIN	2	110	68	68	YES	681	2	chinese	low
1887_4026	4	5	CH1_CHIN	2	111	68	68	YES	873	2	chinese	low
1887_4026	7	5	CH1_CHIN	2	112	75	75	YES	977	2	chinese	low
1887_4026	2	5	CH1_CHIN	2	113	68	68	YES	471	2	chinese	low
1887_4026	2	5	CH1_CHIN	2	114	68	68	YES	441	2	chinese	low
1887_4026	6	5	CH1_CHIN	2	115	75	75	YES	472	2	chinese	low
1887_4026	1	5	CH1_CHIN	2	116	68	68	YES	448	2	chinese	low
1887_4026	3	5	CH1_CHIN	2	117	68	68	YES	504	2	chinese	low
1887_4026	8	5	CH1_CHIN	2	118	75	75	YES	440	2	chinese	low
1887_4026	6	5	CH1_CHIN	2	119	75	75	YES	496	2	chinese	low
1887_4026	8	5	CH1_CHIN	2	120	75	75	YES	391	2	chinese	low
1887_4026	2	5	CH1_CHIN	3	1	68	68	YES	534	2	chinese	low
1887_4026	2	5	CH1_CHIN	3	2	68	68	YES	400	2	chinese	low
1887_4026	6	5	CH1_CHIN	3	3	75	75	YES	456	2	chinese	low
1887_4026	6	5	CH1_CHIN	3	4	75	75	YES	424	2	chinese	low
1887_4026	6	5	CH1_CHIN	3	5	75	75	YES	385	2	chinese	low
1887_4026	8	5	CH1_CHIN	3	6	75	75	YES	472	2	chinese	low
1887_4026	3	5	CH1_CHIN	3	7	68	68	YES	480	2	chinese	low
1887_4026	4	5	CH1_CHIN	3	8	68	68	YES	503	2	chinese	low
1887_4026	1	5	CH1_CHIN	3	9	68	68	YES	392	2	chinese	low
1887_4026	7	5	CH1_CHIN	3	10	75	75	YES	440	2	chinese	low
1887_4026	4	5	CH1_CHIN	3	11	68	68	YES	503	2	chinese	low
1887_4026	3	5	CH1_CHIN	3	12	68	68	YES	497	2	chinese	low
1887_4026	6	5	CH1_CHIN	3	13	75	75	YES	415	2	chinese	low
1887_4026	7	5	CH1_CHIN	3	14	75	75	YES	529	2	chinese	low
1887_4026	3	5	CH1_CHIN	3	15	68	68	YES	424	2	chinese	low
1887_4026	1	5	CH1_CHIN	3	16	68	68	YES	432	2	chinese	low
1887_4026	7	5	CH1_CHIN	3	17	75	75	YES	433	2	chinese	low
1887_4026	2	5	CH1_CHIN	3	18	68	68	YES	544	2	chinese	low
1887_4026	7	5	CH1_CHIN	3	19	75	75	YES	393	2	chinese	low
1887_4026	1	5	CH1_CHIN	3	20	68	68	YES	424	2	chinese	low
1887_4026	4	5	CH1_CHIN	3	21	68	68	YES	585	2	chinese	low
1887_4026	4	5	CH1_CHIN	3	22	68	68	YES	391	2	chinese	low
1887_4026	4	5	CH1_CHIN	3	23	68	68	YES	409	2	chinese	low
1887_4026	1	5	CH1_CHIN	3	24	68	68	YES	504	2	chinese	low
1887_4026	4	5	CH1_CHIN	3	25	68	68	YES	715	2	chinese	low
1887_4026	1	5	CH1_CHIN	3	26	68	68	YES	400	2	chinese	low
1887_4026	2	5	CH1_CHIN	3	27	68	68	YES	464	2	chinese	low
1887_4026	3	5	CH1_CHIN	3	28	68	68	YES	481	2	chinese	low
1887_4026	4	5	CH1_CHIN	3	29	68	68	YES	384	2	chinese	low
1887_4026	4	5	CH1_CHIN	3	30	68	68	YES	345	2	chinese	low
1887_4026	9	5	CH1_CHIN	3	31	75	75	YES	472	2	chinese	low
1887_4026	4	5	CH1_CHIN	3	32	68	68	YES	400	2	chinese	low
1887_4026	9	5	CH1_CHIN	3	33	75	75	YES	567	2	chinese	low
1887_4026	7	5	CH1_CHIN	3	34	75	75	YES	530	2	chinese	low
1887_4026	1	5	CH1_CHIN	3	35	68	68	YES	383	2	chinese	low
1887_4026	8	5	CH1_CHIN	3	36	75	75	YES	489	2	chinese	low
1887_4026	9	5	CH1_CHIN	3	37	75	75	YES	440	2	chinese	low
1887_4026	1	5	CH1_CHIN	3	38	68	68	YES	408	2	chinese	low
1887_4026	9	5	CH1_CHIN	3	39	75	75	YES	432	2	chinese	low
1887_4026	4	5	CH1_CHIN	3	40	68	68	YES	576	2	chinese	low
1887_4026	3	5	CH1_CHIN	3	41	68	68	YES	384	2	chinese	low
1887_4026	9	5	CH1_CHIN	3	42	75	75	YES	465	2	chinese	low
1887_4026	8	5	CH1_CHIN	3	43	75	75	YES	519	2	chinese	low
1887_4026	4	5	CH1_CHIN	3	44	68	68	YES	456	2	chinese	low
1887_4026	1	5	CH1_CHIN	3	45	68	68	YES	385	2	chinese	low
1887_4026	4	5	CH1_CHIN	3	46	68	68	YES	520	2	chinese	low
1887_4026	9	5	CH1_CHIN	3	47	75	75	YES	769	2	chinese	low
1887_4026	8	5	CH1_CHIN	3	48	75	75	YES	696	2	chinese	low
1887_4026	1	5	CH1_CHIN	3	49	68	68	YES	441	2	chinese	low
1887_4026	1	5	CH1_CHIN	3	50	68	68	YES	383	2	chinese	low
1887_4026	8	5	CH1_CHIN	3	51	75	75	YES	496	2	chinese	low
1887_4026	2	5	CH1_CHIN	3	52	68	68	YES	415	2	chinese	low
1887_4026	9	5	CH1_CHIN	3	53	75	75	YES	416	2	chinese	low
1887_4026	8	5	CH1_CHIN	3	54	75	75	YES	456	2	chinese	low
1887_4026	1	5	CH1_CHIN	3	55	68	68	YES	408	2	chinese	low
1887_4026	1	5	CH1_CHIN	3	56	68	68	YES	472	2	chinese	low
1887_4026	2	5	CH1_CHIN	3	57	68	68	YES	712	2	chinese	low
1887_4026	7	5	CH1_CHIN	3	58	75	75	YES	472	2	chinese	low
1887_4026	9	5	CH1_CHIN	3	59	75	75	YES	416	2	chinese	low
1887_4026	6	5	CH1_CHIN	3	60	75	75	YES	544	2	chinese	low
1887_4026	2	5	CH1_CHIN	3	61	68	68	YES	560	2	chinese	low
1887_4026	9	5	CH1_CHIN	3	62	75	75	YES	417	2	chinese	low
1887_4026	4	5	CH1_CHIN	3	63	68	68	YES	546	2	chinese	low
1887_4026	8	5	CH1_CHIN	3	64	75	75	YES	554	2	chinese	low
1887_4026	8	5	CH1_CHIN	3	65	75	75	YES	465	2	chinese	low
1887_4026	9	5	CH1_CHIN	3	66	75	75	YES	552	2	chinese	low
1887_4026	3	5	CH1_CHIN	3	67	68	68	YES	376	2	chinese	low
1887_4026	4	5	CH1_CHIN	3	68	68	68	YES	448	2	chinese	low
1887_4026	2	5	CH1_CHIN	3	69	68	68	YES	392	2	chinese	low
1887_4026	4	5	CH1_CHIN	3	70	68	68	YES	455	2	chinese	low
1887_4026	9	5	CH1_CHIN	3	71	75	75	YES	568	2	chinese	low
1887_4026	2	5	CH1_CHIN	3	72	68	68	YES	640	2	chinese	low
1887_4026	2	5	CH1_CHIN	3	73	68	68	YES	449	2	chinese	low
1887_4026	7	5	CH1_CHIN	3	74	75	75	YES	433	2	chinese	low
1887_4026	2	5	CH1_CHIN	3	75	68	68	YES	464	2	chinese	low
1887_4026	8	5	CH1_CHIN	3	76	75	75	YES	448	2	chinese	low
1887_4026	3	5	CH1_CHIN	3	77	68	68	YES	513	2	chinese	low
1887_4026	9	5	CH1_CHIN	3	78	75	75	YES	551	2	chinese	low
1887_4026	8	5	CH1_CHIN	3	79	75	75	YES	464	2	chinese	low
1887_4026	8	5	CH1_CHIN	3	80	75	75	YES	408	2	chinese	low
1887_4026	8	5	CH1_CHIN	3	81	75	75	YES	400	2	chinese	low
1887_4026	4	5	CH1_CHIN	3	82	68	68	YES	696	2	chinese	low
1887_4026	1	5	CH1_CHIN	3	83	68	68	YES	560	2	chinese	low
1887_4026	8	5	CH1_CHIN	3	84	75	75	YES	423	2	chinese	low
1887_4026	4	5	CH1_CHIN	3	85	68	68	YES	777	2	chinese	low
1887_4026	4	5	CH1_CHIN	3	86	68	68	YES	408	2	chinese	low
1887_4026	6	5	CH1_CHIN	3	87	75	75	YES	614	2	chinese	low
1887_4026	2	5	CH1_CHIN	3	88	68	68	YES	513	2	chinese	low
1887_4026	9	5	CH1_CHIN	3	89	75	75	YES	488	2	chinese	low
1887_4026	8	5	CH1_CHIN	3	90	75	75	YES	496	2	chinese	low
1887_4026	2	5	CH1_CHIN	3	91	68	68	YES	488	2	chinese	low
1887_4026	6	5	CH1_CHIN	3	92	75	75	YES	520	2	chinese	low
1887_4026	1	5	CH1_CHIN	3	93	68	68	YES	360	2	chinese	low
1887_4026	6	5	CH1_CHIN	3	94	75	75	YES	527	2	chinese	low
1887_4026	1	5	CH1_CHIN	3	95	68	68	YES	417	2	chinese	low
1887_4026	2	5	CH1_CHIN	3	96	68	68	YES	472	2	chinese	low
1887_4026	6	5	CH1_CHIN	3	97	75	75	YES	514	2	chinese	low
1887_4026	8	5	CH1_CHIN	3	98	75	75	YES	489	2	chinese	low
1887_4026	2	5	CH1_CHIN	3	99	68	68	YES	616	2	chinese	low
1887_4026	3	5	CH1_CHIN	3	100	68	68	YES	537	2	chinese	low
1887_4026	4	5	CH1_CHIN	3	101	68	68	YES	648	2	chinese	low
1887_4026	3	5	CH1_CHIN	3	102	68	68	YES	520	2	chinese	low
1887_4026	7	5	CH1_CHIN	3	103	75	75	YES	511	2	chinese	low
1887_4026	9	5	CH1_CHIN	3	104	75	75	YES	431	2	chinese	low
1887_4026	8	5	CH1_CHIN	3	105	75	75	YES	529	2	chinese	low
1887_4026	8	5	CH1_CHIN	3	106	75	75	YES	399	2	chinese	low
1887_4026	8	5	CH1_CHIN	3	107	75	75	YES	330	2	chinese	low
1887_4026	8	5	CH1_CHIN	3	108	75	75	YES	393	2	chinese	low
1887_4026	3	5	CH1_CHIN	3	109	68	68	YES	409	2	chinese	low
1887_4026	2	5	CH1_CHIN	3	110	68	68	YES	440	2	chinese	low
1887_4026	4	5	CH1_CHIN	3	111	68	68	YES	610	2	chinese	low
1887_4026	1	5	CH1_CHIN	3	112	68	68	YES	473	2	chinese	low
1887_4026	2	5	CH1_CHIN	3	113	68	68	YES	360	2	chinese	low
1887_4026	3	5	CH1_CHIN	3	114	68	68	YES	407	2	chinese	low
1887_4026	4	5	CH1_CHIN	3	115	68	68	YES	376	2	chinese	low
1887_4026	4	5	CH1_CHIN	3	116	68	68	YES	367	2	chinese	low
1887_4026	2	5	CH1_CHIN	3	117	68	68	YES	449	2	chinese	low
1887_4026	7	5	CH1_CHIN	3	118	68	75	NO	391	2	chinese	low
1887_4026	9	5	CH1_CHIN	3	119	75	75	YES	386	2	chinese	low
1887_4026	9	5	CH1_CHIN	3	120	75	75	YES	375	2	chinese	low
1887_4026	4	5	CH1_CHIN	4	1	68	68	YES	667	2	chinese	low
1887_4026	9	5	CH1_CHIN	4	2	75	75	YES	425	2	chinese	low
1887_4026	3	5	CH1_CHIN	4	3	68	68	YES	431	2	chinese	low
1887_4026	7	5	CH1_CHIN	4	4	75	75	YES	528	2	chinese	low
1887_4026	7	5	CH1_CHIN	4	5	75	75	YES	463	2	chinese	low
1887_4026	7	5	CH1_CHIN	4	6	75	75	YES	377	2	chinese	low
1887_4026	8	5	CH1_CHIN	4	7	75	75	YES	448	2	chinese	low
1887_4026	8	5	CH1_CHIN	4	8	75	75	YES	367	2	chinese	low
1887_4026	2	5	CH1_CHIN	4	9	68	68	YES	568	2	chinese	low
1887_4026	6	5	CH1_CHIN	4	10	75	75	YES	504	2	chinese	low
1887_4026	6	5	CH1_CHIN	4	11	75	75	YES	504	2	chinese	low
1887_4026	6	5	CH1_CHIN	4	12	75	75	YES	454	2	chinese	low
1887_4026	7	5	CH1_CHIN	4	13	75	75	YES	409	2	chinese	low
1887_4026	7	5	CH1_CHIN	4	14	75	75	YES	416	2	chinese	low
1887_4026	3	5	CH1_CHIN	4	15	68	68	YES	432	2	chinese	low
1887_4026	4	5	CH1_CHIN	4	16	68	68	YES	616	2	chinese	low
1887_4026	6	5	CH1_CHIN	4	17	75	75	YES	720	2	chinese	low
1887_4026	7	5	CH1_CHIN	4	18	75	75	YES	449	2	chinese	low
1887_4026	9	5	CH1_CHIN	4	19	75	75	YES	601	2	chinese	low
1887_4026	3	5	CH1_CHIN	4	20	68	68	YES	577	2	chinese	low
1887_4026	9	5	CH1_CHIN	4	21	75	75	YES	487	2	chinese	low
1887_4026	7	5	CH1_CHIN	4	22	75	75	YES	632	2	chinese	low
1887_4026	3	5	CH1_CHIN	4	23	68	68	YES	488	2	chinese	low
1887_4026	7	5	CH1_CHIN	4	24	75	75	YES	480	2	chinese	low
1887_4026	6	5	CH1_CHIN	4	25	75	75	YES	735	2	chinese	low
1887_4026	9	5	CH1_CHIN	4	26	75	75	YES	416	2	chinese	low
1887_4026	8	5	CH1_CHIN	4	27	75	75	YES	391	2	chinese	low
1887_4026	3	5	CH1_CHIN	4	28	68	68	YES	432	2	chinese	low
1887_4026	9	5	CH1_CHIN	4	29	75	75	YES	432	2	chinese	low
1887_4026	3	5	CH1_CHIN	4	30	68	68	YES	472	2	chinese	low
1887_4026	7	5	CH1_CHIN	4	31	75	75	YES	456	2	chinese	low
1887_4026	1	5	CH1_CHIN	4	32	68	68	YES	384	2	chinese	low
1887_4026	3	5	CH1_CHIN	4	33	68	68	YES	488	2	chinese	low
1887_4026	8	5	CH1_CHIN	4	34	75	75	YES	385	2	chinese	low
1887_4026	1	5	CH1_CHIN	4	35	68	68	YES	408	2	chinese	low
1887_4026	9	5	CH1_CHIN	4	36	75	75	YES	400	2	chinese	low
1887_4026	7	5	CH1_CHIN	4	37	75	75	YES	432	2	chinese	low
1887_4026	3	5	CH1_CHIN	4	38	68	68	YES	448	2	chinese	low
1887_4026	7	5	CH1_CHIN	4	39	75	75	YES	414	2	chinese	low
1887_4026	3	5	CH1_CHIN	4	40	68	68	YES	464	2	chinese	low
1887_4026	4	5	CH1_CHIN	4	41	68	68	YES	641	2	chinese	low
1887_4026	1	5	CH1_CHIN	4	42	68	68	YES	446	2	chinese	low
1887_4026	2	5	CH1_CHIN	4	43	68	68	YES	466	2	chinese	low
1887_4026	1	5	CH1_CHIN	4	44	68	68	YES	353	2	chinese	low
1887_4026	6	5	CH1_CHIN	4	45	75	75	YES	513	2	chinese	low
1887_4026	4	5	CH1_CHIN	4	46	68	68	YES	472	2	chinese	low
1887_4026	2	5	CH1_CHIN	4	47	68	68	YES	512	2	chinese	low
1887_4026	6	5	CH1_CHIN	4	48	75	75	YES	745	2	chinese	low
1887_4026	8	5	CH1_CHIN	4	49	75	75	YES	472	2	chinese	low
1887_4026	1	5	CH1_CHIN	4	50	68	68	YES	392	2	chinese	low
1887_4026	6	5	CH1_CHIN	4	51	75	75	YES	407	2	chinese	low
1887_4026	1	5	CH1_CHIN	4	52	68	68	YES	409	2	chinese	low
1887_4026	7	5	CH1_CHIN	4	53	75	75	YES	416	2	chinese	low
1887_4026	7	5	CH1_CHIN	4	54	75	75	YES	434	2	chinese	low
1887_4026	3	5	CH1_CHIN	4	55	68	68	YES	375	2	chinese	low
1887_4026	7	5	CH1_CHIN	4	56	75	75	YES	360	2	chinese	low
1887_4026	6	5	CH1_CHIN	4	57	75	75	YES	447	2	chinese	low
1887_4026	4	5	CH1_CHIN	4	58	68	68	YES	433	2	chinese	low
1887_4026	9	5	CH1_CHIN	4	59	75	75	YES	415	2	chinese	low
1887_4026	6	5	CH1_CHIN	4	60	75	75	YES	577	2	chinese	low
1887_4026	8	5	CH1_CHIN	4	61	75	75	YES	463	2	chinese	low
1887_4026	2	5	CH1_CHIN	4	62	68	68	YES	432	2	chinese	low
1887_4026	8	5	CH1_CHIN	4	63	75	75	YES	392	2	chinese	low
1887_4026	9	5	CH1_CHIN	4	64	75	75	YES	489	2	chinese	low
1887_4026	7	5	CH1_CHIN	4	65	75	75	YES	759	2	chinese	low
1887_4026	2	5	CH1_CHIN	4	66	68	68	YES	448	2	chinese	low
1887_4026	7	5	CH1_CHIN	4	67	75	75	YES	448	2	chinese	low
1887_4026	2	5	CH1_CHIN	4	68	68	68	YES	536	2	chinese	low
1887_4026	6	5	CH1_CHIN	4	69	75	75	YES	537	2	chinese	low
1887_4026	1	5	CH1_CHIN	4	70	68	68	YES	448	2	chinese	low
1887_4026	6	5	CH1_CHIN	4	71	75	75	YES	400	2	chinese	low
1887_4026	9	5	CH1_CHIN	4	72	75	75	YES	392	2	chinese	low
1887_4026	3	5	CH1_CHIN	4	73	68	68	YES	776	2	chinese	low
1887_4026	1	5	CH1_CHIN	4	74	68	68	YES	431	2	chinese	low
1887_4026	3	5	CH1_CHIN	4	75	68	68	YES	624	2	chinese	low
1887_4026	9	5	CH1_CHIN	4	76	75	75	YES	360	2	chinese	low
1887_4026	1	5	CH1_CHIN	4	77	68	68	YES	431	2	chinese	low
1887_4026	2	5	CH1_CHIN	4	78	68	68	YES	567	2	chinese	low
1887_4026	6	5	CH1_CHIN	4	79	75	75	YES	537	2	chinese	low
1887_4026	8	5	CH1_CHIN	4	80	75	75	YES	480	2	chinese	low
1887_4026	6	5	CH1_CHIN	4	81	75	75	YES	624	2	chinese	low
1887_4026	4	5	CH1_CHIN	4	82	68	68	YES	609	2	chinese	low
1887_4026	8	5	CH1_CHIN	4	83	75	75	YES	423	2	chinese	low
1887_4026	1	5	CH1_CHIN	4	84	68	68	YES	448	2	chinese	low
1887_4026	8	5	CH1_CHIN	4	85	75	75	YES	383	2	chinese	low
1887_4026	3	5	CH1_CHIN	4	86	68	68	YES	528	2	chinese	low
1887_4026	1	5	CH1_CHIN	4	87	68	68	YES	368	2	chinese	low
1887_4026	4	5	CH1_CHIN	4	88	68	68	YES	432	2	chinese	low
1887_4026	4	5	CH1_CHIN	4	89	68	68	YES	376	2	chinese	low
1887_4026	9	5	CH1_CHIN	4	90	75	75	YES	433	2	chinese	low
1887_4026	8	5	CH1_CHIN	4	91	75	75	YES	543	2	chinese	low
1887_4026	6	5	CH1_CHIN	4	92	68	75	NO	528	2	chinese	low
1887_4026	9	5	CH1_CHIN	4	93	75	75	YES	424	2	chinese	low
1887_4026	1	5	CH1_CHIN	4	94	68	68	YES	542	2	chinese	low
1887_4026	9	5	CH1_CHIN	4	95	75	75	YES	504	2	chinese	low
1887_4026	4	5	CH1_CHIN	4	96	68	68	YES	456	2	chinese	low
1887_4026	8	5	CH1_CHIN	4	97	75	75	YES	440	2	chinese	low
1887_4026	2	5	CH1_CHIN	4	98	68	68	YES	520	2	chinese	low
1887_4026	3	5	CH1_CHIN	4	99	68	68	YES	656	2	chinese	low
1887_4026	6	5	CH1_CHIN	4	100	75	75	YES	490	2	chinese	low
